date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:15:58	11130/11130	---M-Z	200	added ('OK')	text/css	etag:%22651c2c0a-90a%22	https://intranet.alxswe.com/assets/bootstrap-slider/dist/css/bootstrap-slider-934dd091b4bd05d1a8f1dd81023987aac8c61d906a162b1855cdbcb2792c7d5b.css	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/bootstrap-slider/dist/css/bootstrap-slider-934dd091b4bd05d1a8f1dd81023987aac8c61d906a162b1855cdbcb2792c7d5b.css	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:01	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22651c2bfe-4e58%22	https://intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-35054c4e1bf08a04f531b2b8510910f29431c22cfbcfb3571c6e2d4dc8cb57c1.eot	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-35054c4e1bf08a04f531b2b8510910f29431c22cfbcfb3571c6e2d4dc8cb57c1.eot	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:04	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22651c2bfd-4e58%22	https://intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-35054c4e1bf08a04f531b2b8510910f29431c22cfbcfb3571c6e2d4dc8cb57c1.eot?	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-35054c4e1bf08a04f531b2b8510910f29431c22cfbcfb3571c6e2d4dc8cb57c1d41d.eot	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:05	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22651c2c09-466c%22	https://intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-4511059bac53be6b8d5d9a60139058a3ee67becaa2df739e2e67dd27f22324f8.woff2	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-4511059bac53be6b8d5d9a60139058a3ee67becaa2df739e2e67dd27f22324f8.woff2	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:06	23424/23424	---M--	200	added ('OK')	font/woff	etag:%22651c2cf8-5b80%22	https://intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-b08ae9af0bd2e112a8d6b543e83159dc9b3ce5596fe97ffb8b8330db8afc4b08.woff	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-b08ae9af0bd2e112a8d6b543e83159dc9b3ce5596fe97ffb8b8330db8afc4b08.woff	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:07	45404/45404	---M-Z	200	added ('OK')	application/octet-stream	etag:%22651c2bfd-5b40%22	https://intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-7e35b4a8ce4d46ea22f0ef6c244b5ec1aa20e4dd957f050b9906f27bfd10e237.ttf	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-7e35b4a8ce4d46ea22f0ef6c244b5ec1aa20e4dd957f050b9906f27bfd10e237.ttf	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:13	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	etag:%22651c2bff-678c%22	https://intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-c99a82879186f821e6d138718cfafd879d97bff09a4681e4cd9f393f76b20fed.svg	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/bootstrap/glyphicons-halflings-regular-c99a82879186f821e6d138718cfafd879d97bff09a4681e4cd9f393f76b20fed.svg	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:21	150020/150020	---M--	200	added ('OK')	font/woff2	etag:%22651c2bfd-24a04%22	https://intranet.alxswe.com/assets/font-awesome/fa-solid-900-8daf35028d5edef535a88f81a6784a1de192ecd5a94cf97fd7f82be05a49fc67.woff2	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/font-awesome/fa-solid-900-8daf35028d5edef535a88f81a6784a1de192ecd5a94cf97fd7f82be05a49fc67.woff2	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:21	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%22651c2cf8-5fa8%22	https://intranet.alxswe.com/assets/font-awesome/fa-regular-400-bfca698b26d82278d992cab440acae961fa633efeafb1f81f2cdeb9042fac7b2.woff2	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/font-awesome/fa-regular-400-bfca698b26d82278d992cab440acae961fa633efeafb1f81f2cdeb9042fac7b2.woff2	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:21	63348/63348	---M-Z	200	added ('OK')	application/octet-stream	etag:%22651c2c0b-647f%22	https://intranet.alxswe.com/assets/font-awesome/fa-regular-400-60754b8a0b39ec1cd050c98c239886839cc743d777535942d8c81e7a825661b3.ttf	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/font-awesome/fa-regular-400-60754b8a0b39ec1cd050c98c239886839cc743d777535942d8c81e7a825661b3.ttf	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:22	394668/394668	---M-Z	200	added ('OK')	application/octet-stream	etag:%22651c2bfe-28096%22	https://intranet.alxswe.com/assets/font-awesome/fa-solid-900-de5b6c45be2c40e077af8aa7c0c77b65a682e909ea833b61b8663833abf0cdfa.ttf	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/font-awesome/fa-solid-900-de5b6c45be2c40e077af8aa7c0c77b65a682e909ea833b61b8663833abf0cdfa.ttf	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:23	109808/109808	---M--	200	added ('OK')	font/woff2	etag:%22651c2cf9-1acf0%22	https://intranet.alxswe.com/assets/font-awesome/fa-brands-400-20fdd456f10fce651dc30709b00635b01db4460db5d57513596d790b28881b3d.woff2	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/font-awesome/fa-brands-400-20fdd456f10fce651dc30709b00635b01db4460db5d57513596d790b28881b3d.woff2	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:24	2737/2737	---M--	200	added ('OK')	image/png	etag:%22651c2c09-ab1%22	https://intranet.alxswe.com/assets/holberton-logo-full-alx-d053727941512ebe04b797ca87d81a195004e9ff2d8a6aedf4004c5365cf8944.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/holberton-logo-full-alx-d053727941512ebe04b797ca87d81a195004e9ff2d8a6aedf4004c5365cf8944.png	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:24	189684/189684	---M-Z	200	added ('OK')	application/octet-stream	etag:%22651c2c0b-1ba50%22	https://intranet.alxswe.com/assets/font-awesome/fa-brands-400-445be385329aafd724379135b4718f3a64958a38c43ceb46f9527f2d21bda17e.ttf	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/font-awesome/fa-brands-400-445be385329aafd724379135b4718f3a64958a38c43ceb46f9527f2d21bda17e.ttf	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:25	1910/1910	---M-Z	200	added ('OK')	image/svg+xml	etag:%22651c2bff-265%22	https://intranet.alxswe.com/assets/slack-logo-4e959344c754db5a76e6d3b54c4b6507ca081239996f13f4d4fe521745e2c0aa.svg	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/assets/slack-logo-4e959344c754db5a76e6d3b54c4b6507ca081239996f13f4d4fe521745e2c0aa.svg	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:26	2366/2366	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:50:12%20GMT	https://intranet.alxswe.com/images/missing/profile.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/images/missing/profile.png	(from https://intranet.alxswe.com/assets/application_alx-74569621e0a42d001c13ab89b56439fe012151faea39290de037757e4f7aa681.css)
17:16:27	99/99	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:34%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/resizing-de53967e.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/resizing-de53967e.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:28	761/761	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2015:02:33%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/controls-e6e9e708.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/controls-e6e9e708.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:29	2496/2496	---M--	200	added ('OK')	image/gif	date:Tue,%2003%20Oct%202023%2014:58:34%20GMT	https://intranet.alxswe.com/packs/media/imgs/controls-570d224a.gif	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs/controls-570d224a.gif	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:30	452/452	---M--	200	added ('OK')	image/gif	date:Tue,%2003%20Oct%202023%2014:58:34%20GMT	https://intranet.alxswe.com/packs/media/imgs/collapse_expand_icon-be4e9fbd.gif	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs/collapse_expand_icon-be4e9fbd.gif	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:31	89/89	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2015:02:34%20GMT	https://intranet.alxswe.com/packs/media/imgs/databg-17c53bd1.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs/databg-17c53bd1.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:32	230/230	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:22%20GMT	https://intranet.alxswe.com/packs/media/imgs/icon-a7d5db52.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs/icon-a7d5db52.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:33	1018/1018	---M--	200	added ('OK')	image/gif	date:Tue,%2003%20Oct%202023%2014:58:23%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/calendar-4eae83e9.gif	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/calendar-4eae83e9.gif	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:34	110/110	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:36%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/resize_dots-86cc2887.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/resize_dots-86cc2887.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:35	1581/1581	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:36%20GMT	https://intranet.alxswe.com/packs/media/imgs/images-b8bd4a95.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs/images-b8bd4a95.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:36	198/198	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2015:02:33%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/arrow_left-9c91d5d0.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/arrow_left-9c91d5d0.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:37	189/189	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:36%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/arrow_right-650a136b.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/arrow_right-650a136b.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:38	103/103	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:24%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/databg-0eefed7f.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/databg-0eefed7f.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:39	103/103	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:23%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/databg_now-5f38f3fd.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/databg_now-5f38f3fd.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:43	3951/3951	---M--	200	added ('OK')	image/gif	date:Tue,%2003%20Oct%202023%2014:58:34%20GMT	https://intranet.alxswe.com/packs/media/imgs/loading-5d6d6fe7.gif	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs/loading-5d6d6fe7.gif	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:54	1958/1958	---M--	200	added ('OK')	image/gif	date:Tue,%2003%20Oct%202023%2014:58:22%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/clock_big-e3df5481.gif	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/clock_big-e3df5481.gif	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:54	588/588	---M--	200	added ('OK')	image/gif	date:Tue,%2003%20Oct%202023%2014:58:34%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/clock_small-4d216801.gif	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/clock_small-4d216801.gif	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:16:55	1395/1395	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:24%20GMT	https://intranet.alxswe.com/packs/media/imgs/export_pdf-43434e11.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs/export_pdf-43434e11.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:17:03	1323/1323	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:23%20GMT	https://intranet.alxswe.com/packs/media/imgs/export_ical-2243f6e9.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs/export_ical-2243f6e9.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:17:03	1472/1472	---M--	200	added ('OK')	image/gif	date:Tue,%2003%20Oct%202023%2014:58:24%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/but_repeat-393ad20d.gif	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/but_repeat-393ad20d.gif	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:17:04	162/162	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:36%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/close_icon-4c24eb7b.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/close_icon-4c24eb7b.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:17:05	1667/1667	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:24%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/export_pdf-bc9322c5.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/export_pdf-bc9322c5.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
17:17:06	1793/1793	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2014:58:22%20GMT	https://intranet.alxswe.com/packs/media/imgs_dhx_terrace/export_ical-313990a8.png	/mnt/e/WinFiles/htdocs/ALX/official0mega.blog/alx-middle_level_programming/intranet.alxswe.com/packs/media/imgs_dhx_terrace/export_ical-313990a8.png	(from https://intranet.alxswe.com/packs/css/application-87456da7.css)
